study_id	chromosome	start	end	mcj_s	mcj_e	class_s	svclass_s	svname_s	svf_s	svlen_s	leftcn_s	rightcn_s	class_e	svclass_e	svname_e	svf_e	svlen_e	leftcn_e	rightcn_e	mech_s	mech_e	mech_c
PD6044	11	53144205	54885303	below_baseline	no	CENTROMERE	no	no	NA	NA	6.2101	6.4878	INV	h2hINV	gridss187ff_125o	31	3274710	6.4878	4.1034	no_supporting_sv	not_analyzed	intrachromosomal_complex
PD6044	11	55290883	56889711	no	no	INV	t2tINV	gridss187bb_534o	203	4495295	4.1034	15.7516	INV	h2hINV	gridss187ff_3800o	122	11769619	15.9332	5.9514	not_analyzed	not_analyzed	excluded
PD6044	11	58000640	60152069	no	baseline	INV	t2tINV	gridss187bb_5054o	25	20143564	5.9514	8.0759	DEL	DEL	gridss187fb_11453o	206	17760253	18.0182	1.9391	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD6044	11	68636650	70619428	baseline	baseline	DUP	DUP	gridss188bf_5259o	385	9178482	1.9391	34.3282	BND	TRA	gridss142bf_3491h	159	NA	13.907	2.0823	intrachromosomal_complex	translocation	translocation
PD6044	11	76153526	77155479	no	no	BND	TRA	gridss143bb_7325h	253	NA	5.9716	23.7856	BND	TRA	gridss143bf_883h	104	NA	12.0653	4.2392	not_analyzed	not_analyzed	excluded
PD6044	11	77155986	77168432	no	no	BND	TRA	gridss143bb_3375h	139	NA	4.2392	12.0658	BND	TRA	gridss143ff_2329h	145	NA	12.0658	3.8958	not_analyzed	not_analyzed	excluded
PD6044	11	77233275	78208758	no	baseline	SGL	no	no	NA	NA	3.8958	7.7172	BND	TRA	gridss142ff_6881h	244	NA	15.7918	2.0728	not_analyzed	translocation	translocation
PD4959	11	68314465	70048797	baseline	no	DUP	DUP	gridss188bf_5748o	162	11917092	2.0987	8.9475	INV	h2hINV	gridss188ff_13717o	17	2432100	6.1887	4.919	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4959	11	70298824	70347177	no	no	INV	t2tINV	gridss188bb_14282o	39	9156899	4.919	7.0499	DEL	DEL	gridss188fb_15151o	19	69	7.0499	5.272	not_analyzed	not_analyzed	excluded
PD4959	11	70347246	70397465	no	baseline+1	DEL	DEL	gridss188fb_15151o	19	69	5.272	6.9605	DEL	DEL	gridss188fb_15256o	51	6479636	6.9605	3.0448	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4959	11	76877101	80231557	no	below_baseline	DEL	DEL	gridss188fb_15256o	51	6479636	5.0719	9.3261	DUP	DUP	gridss188bf_5748o	162	11917092	7.9451	1.0305	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD9605	11	70314790	70697540	no	below_baseline	BND	TRA	gridss188bf_5984o	32	NA	5.2346	6.2436	DEL	DEL	gridss188fb_13925o	139	4862509	6.2436	1.0849	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD9605	11	75560049	77571656	below_baseline	no	DEL	DEL	gridss188fb_13925o	139	4862509	1.0692	6.0865	DEL	DEL	gridss189fb_9047o	41	1472322	6.0865	4.9174	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD9605	11	77573890	77579526	no	no	DUP	DUP	gridss189bf_3764o	23	5636	4.9174	6.1247	DUP	DUP	gridss189bf_3764o	23	5636	6.5339	5.1462	not_analyzed	not_analyzed	excluded
PD9605	11	78932307	79185852	no	below_baseline	BND	TRA	gridss189bb_7853o	25	NA	5.1462	6.1682	BND	TRA	gridss189ff_8222o	166	NA	7.0937	1.0279	not_analyzed	translocation	translocation
PD9605	13	24890877	25726822	no	baseline+1	BND	TRA	gridss188fb_12682o	18	NA	5.15	6.0524	INV	h2hINV	gridss211ff_3908o	95	607303	6.0524	3.0999	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD9605	13	26317370	26334125	baseline+1	baseline+1	INV	t2tINV	gridss211bb_4585o	48	31479	3.0999	6.3438	INV	h2hINV	gridss211ff_3908o	95	607303	6.3438	2.9117	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD9605	13	26348849	26362000	baseline+1	baseline+1	INV	t2tINV	gridss211bb_4585o	48	31479	2.9117	6.1646	DEL	DEL	gridss211fb_6833o	101	595874	6.1646	3.0652	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD9605	13	26957874	27190419	baseline+1	baseline+1	DEL	DEL	gridss211fb_6833o	101	595874	3.0652	6.0762	BND	TRA	gridss188bf_5051o	96	NA	6.0762	3.0002	intrachromosomal_complex	translocation	translocation
PD9605	13	27206235	27966000	baseline+1	no	INV	t2tINV	gridss211bb_959o	62	3983720	3.0002	6.0704	NONE	no	no	NA	NA	6.0704	5.0546	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD9605	13	28587623	29810612	no	baseline	INV	t2tINV	gridss211bb_6931o	28	250968	5.9272	6.8615	BND	TRA	gridss189ff_8222o	166	NA	7.9136	1.9854	not_analyzed	translocation	translocation
PD9605	15	49963364	50168698	below_baseline	no	DUP	DUP	gridss236bf_201o	148	10243975	1.021	6.0515	INV	h2hINV	gridss236ff_686o	11	8154320	6.0515	5.6097	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD9605	15	51368767	53417096	no	below_baseline	DUP	DUP	gridss236bf_978o	51	11875635	4.2325	6.043	DEL	DEL	gridss236fb_6973o	202	34177870	10.178	1.0034	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD9605	15	58201800	59093938	no	baseline+1	DUP	DUP	gridss236bf_3677o	72	30788760	4.7019	8.4044	DEL	DEL	gridss236fb_13701o	149	211242	7.9796	2.8589	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD9605	15	59305180	60207339	baseline+1	baseline+1	DEL	DEL	gridss236fb_13701o	149	211242	2.8589	7.9576	DUP	DUP	gridss236bf_201o	148	10243975	7.895	2.8432	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD9605	15	87594966	88990560	below_baseline	no	DEL	DEL	gridss236fb_6973o	202	34177870	1.0247	10.0124	DUP	DUP	gridss236bf_3677o	72	30788760	8.3156	4.741	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD5956	5	44687563	44740568	no	no	DUP	DUP	gridss92bf_9714o	42	83947	5.4877	6.0808	DUP	DUP	gridss92bf_8235o	62	785028	6.0808	5.2353	not_analyzed	not_analyzed	excluded
PD5956	11	69506323	69507725	no	no	DUP	DUP	gridss188bf_7858o	55	17675516	5.1394	6.0057	DEL	DEL	gridss188fb_11095o	51	4249162	6.0057	5.0308	not_analyzed	not_analyzed	excluded
PD5956	11	78792094	78868800	no	no	INV	t2tINV	gridss189bb_8932o	42	22820045	5.3511	6.0681	SGL	no	no	NA	NA	6.0681	5.2433	not_analyzed	not_analyzed	excluded
PD5956	11	78868969	78908155	no	no	DUP	DUP	gridss189bf_7973o	45	9327227	5.2433	6.0039	INV	h2hINV	gridss189ff_9144o	46	8648237	6.0039	5.276	not_analyzed	not_analyzed	excluded
PD5956	11	78908345	78939051	no	no	DUP	DUP	gridss189bf_8023o	56	19311591	5.276	6.336	INV	h2hINV	gridss189ff_9189o	48	20819733	6.336	5.2136	not_analyzed	not_analyzed	excluded
PD5956	11	78969709	79037506	no	no	INV	t2tINV	gridss189bb_9250o	48	3099037	5.2136	6.2128	DEL	DEL	gridss189fb_11808o	54	5482928	6.2456	5.2955	not_analyzed	not_analyzed	excluded
PD5956	11	79037749	79072009	no	no	INV	t2tINV	gridss189bb_9372o	112	2931359	5.2955	7.3419	INV	h2hINV	gridss189ff_9424o	62	4283308	6.288	5.1704	not_analyzed	not_analyzed	excluded
PD5956	11	79072465	79125632	no	no	DUP	DUP	gridss189bf_8292o	58	6206747	5.1704	6.1572	DEL	DEL	gridss189fb_12001o	48	19658140	6.1572	5.3475	not_analyzed	not_analyzed	excluded
PD5956	11	79125854	79145410	no	no	DUP	DUP	gridss189bf_8370o	50	7852637	5.3475	6.3092	DEL	DEL	gridss189fb_12050o	51	3269568	6.3092	5.0053	not_analyzed	not_analyzed	excluded
PD5956	11	79170354	79206820	no	no	INV	no	no	NA	NA	5.8093	6.027	BND	TRA	gridss158bf_337h	39	NA	6.027	4.7416	not_analyzed	not_analyzed	excluded
PD5956	11	79209565	79225768	no	no	SGL	no	no	NA	NA	4.8152	6.2453	DEL	DEL	gridss189fb_12231o	52	20259615	6.2453	5.0962	not_analyzed	not_analyzed	excluded
PD5956	11	79242802	79245192	no	no	DUP	DUP	gridss189bf_8548o	49	8817013	5.0962	6.0876	INV	h2hINV	gridss189ff_9740o	53	2362850	6.0876	5.1851	not_analyzed	not_analyzed	excluded
PD5956	11	79386320	79397909	no	no	DUP	DUP	gridss189bf_8723o	61	31281	5.1851	6.1105	DEL	DEL	gridss189fb_12548o	32	5800737	6.6994	5.9804	not_analyzed	not_analyzed	excluded
PD5956	11	79447885	79461925	no	no	DUP	DUP	gridss189bf_8818o	42	3054494	4.6341	6.0397	INV	h2hINV	gridss189ff_10086o	46	4638537	6.0397	5.0928	not_analyzed	not_analyzed	excluded
PD5956	11	79536912	79543322	no	no	INV	t2tINV	gridss189bb_10216o	58	3599529	5.1651	6.1496	INV	h2hINV	gridss189ff_10238o	51	4027013	6.1496	4.8045	not_analyzed	not_analyzed	excluded
PD5956	11	79562581	79566680	no	no	DUP	DUP	gridss189bf_8957o	51	19650812	4.9773	7.4418	INV	h2hINV	gridss189ff_10273o	108	18195666	7.4418	4.9945	not_analyzed	not_analyzed	excluded
PD5956	11	79577472	79594150	no	no	DUP	DUP	gridss189bf_8977o	45	9933375	4.7051	6.1598	BND	TRA	gridss160ff_240h	44	NA	6.1598	5.1696	not_analyzed	not_analyzed	excluded
PD5956	11	79598607	79628524	no	no	INV	t2tINV	gridss189bb_10329o	42	3645184	5.1696	6.0904	DEL	DEL	gridss189fb_12987o	52	9027971	6.2054	5.359	not_analyzed	not_analyzed	excluded
PD5956	11	79633640	79642448	no	no	INV	t2tINV	gridss189bb_10394o	44	18939694	5.359	6.1589	INV	h2hINV	gridss189ff_10390o	53	10468602	6.1589	4.9887	not_analyzed	not_analyzed	excluded
PD5956	11	81615553	81619734	no	no	BND	TRA	gridss158fb_962h	50	NA	5.2056	6.3895	SGL	no	no	NA	NA	6.3895	5.497	not_analyzed	not_analyzed	excluded
PD5956	11	81756732	81789014	no	no	DUP	DUP	gridss190bf_205o	42	17248549	5.187	6.1026	DEL	DEL	gridss190fb_454o	44	16949433	6.1026	5.228	not_analyzed	not_analyzed	excluded
PD5956	11	81789325	81794416	no	no	DUP	DUP	gridss190bf_247o	97	1822869	5.228	7.188	INV	h2hINV	gridss190ff_343o	88	3268188	7.188	4.9983	not_analyzed	not_analyzed	excluded
PD5956	11	81820600	81852923	no	no	INV	t2tINV	gridss190bb_341o	51	3141142	4.9983	6.2175	INV	h2hINV	gridss190ff_447o	53	8042935	7.6599	5.7092	not_analyzed	not_analyzed	excluded
PD5956	11	81875076	81888105	no	no	DUP	DUP	gridss190bf_350o	53	1116288	4.7283	6.1114	DUP	DUP	gridss189bf_8392o	73	2742450	6.1114	5.0716	not_analyzed	not_analyzed	excluded
PD5956	11	81888227	81909489	no	no	DUP	DUP	gridss190bf_366o	59	19726211	5.0716	6.0639	DEL	DEL	gridss190fb_665o	39	1603971	6.0639	5.2875	not_analyzed	not_analyzed	excluded
PD5956	11	81969109	81996111	no	no	INV	t2tINV	gridss189bb_9372o	112	2931359	4.8738	6.8492	DEL	DEL	gridss190fb_837o	62	1780290	6.83	5.4023	not_analyzed	not_analyzed	excluded
PD5956	11	82116831	82145263	no	no	DUP	DUP	gridss190bf_679o	61	5914184	4.6294	6.022	DEL	DEL	gridss190fb_1162o	57	7948422	6.022	5.0015	not_analyzed	not_analyzed	excluded
PD5956	11	82414978	82459547	no	no	DEL	DEL	gridss189fb_12050o	51	3269568	5.0015	6.1023	INV	h2hINV	gridss190ff_1393o	61	18921978	6.1023	4.9821	not_analyzed	not_analyzed	excluded
PD5956	11	82488843	82502379	no	no	INV	t2tINV	gridss189bb_13073o	64	1001704	4.9821	6.0671	DUP	DUP	gridss189bf_8818o	42	3054494	6.0671	4.9583	not_analyzed	not_analyzed	excluded
PD5956	11	82580275	82606118	no	no	INV	t2tINV	gridss190bb_1509o	91	15195450	5.0216	7.1147	DEL	DEL	gridss190fb_2094o	90	16524626	7.1147	4.9813	not_analyzed	not_analyzed	excluded
PD5956	11	82827291	82895752	no	no	DUP	DUP	gridss190bf_1674o	97	1781653	4.9813	6.69	DEL	DEL	gridss190fb_2644o	114	17348868	6.69	5.0079	not_analyzed	not_analyzed	excluded
PD5956	11	82896115	82898330	no	no	DEL	DEL	gridss189fb_12194o	50	3686713	5.0079	6.1946	INV	h2hINV	gridss190ff_2072o	58	16232334	6.1946	4.9425	not_analyzed	not_analyzed	excluded
PD5956	11	83160178	83355318	no	no	DUP	DUP	gridss190bf_2100o	45	265802	5.2376	6.2053	INV	h2hINV	gridss189ff_9424o	62	4283308	7.576	5.8308	not_analyzed	not_analyzed	excluded
PD5956	11	83359886	83396989	no	no	INV	t2tINV	gridss190bb_2782o	59	447340	5.8308	7.1423	DEL	DEL	gridss190fb_3724o	44	585489	7.0408	5.6446	not_analyzed	not_analyzed	excluded
PD5956	11	83470037	83473804	no	no	DUP	DUP	gridss190bf_2564o	36	16774257	4.7802	6.0564	DUP	DUP	gridss190bf_1317o	56	896839	6.0564	5.4124	not_analyzed	not_analyzed	excluded
PD5956	11	83513460	83524616	no	no	DEL	DEL	gridss190fb_665o	39	1603971	5.2315	6.1085	INV	h2hINV	gridss190ff_3098o	23	21	5.6876	4.7846	not_analyzed	not_analyzed	excluded
PD5956	11	83570657	83612194	no	no	DUP	DUP	gridss190bf_2720o	46	1559283	5.1027	6.0084	DUP	DUP	gridss190bf_247o	97	1822869	7.9557	5.9948	not_analyzed	not_analyzed	excluded
PD5956	11	83693420	83698996	no	no	INV	t2tINV	gridss190bb_2181o	40	702166	5.9748	6.6466	DEL	DEL	gridss190fb_4387o	46	1581505	6.6466	5.8307	not_analyzed	not_analyzed	excluded
PD5956	11	83699140	83767126	no	no	INV	t2tINV	gridss190bb_3389o	56	13712767	5.8307	6.7762	SGL	no	no	NA	NA	6.7762	5.2202	not_analyzed	not_analyzed	excluded
PD5956	11	83776401	83800899	no	no	DEL	DEL	gridss190fb_837o	62	1780290	5.3864	6.9471	DEL	DEL	gridss190fb_4630o	43	15116748	6.9471	5.9335	not_analyzed	not_analyzed	excluded
PD5956	11	83807226	83836545	no	no	INV	t2tINV	gridss190bb_2782o	59	447340	5.9335	6.9344	SGL	no	no	NA	NA	7.0064	5.9778	not_analyzed	not_analyzed	excluded
PD5956	11	83853930	83855484	no	no	DUP	DUP	gridss190bf_3160o	58	5138359	5.3466	6.3348	INV	h2hINV	gridss190ff_3552o	58	79304	6.3348	4.8044	not_analyzed	not_analyzed	excluded
PD5956	11	83948877	83982211	no	no	INV	t2tINV	gridss190bb_3832o	36	14194666	4.8956	6.0654	DEL	DEL	gridss190fb_5029o	35	895629	6.0654	5.1815	not_analyzed	not_analyzed	excluded
PD5956	11	84028573	84100462	no	no	INV	t2tINV	gridss190bb_3957o	50	114125	5.9025	6.9501	INV	h2hINV	gridss189ff_10086o	46	4638537	7.1517	5.8255	not_analyzed	not_analyzed	excluded
PD5956	11	84109769	84148547	no	no	INV	t2tINV	gridss190bb_3059o	61	584900	5.8255	6.9905	DEL	DEL	gridss190fb_5389o	66	17338784	6.952	5.6247	not_analyzed	not_analyzed	excluded
PD5956	11	84159636	84164083	no	no	SGL	no	no	NA	NA	5.6247	6.3034	INV	h2hINV	gridss190ff_4174o	34	1132362	6.8655	5.7556	not_analyzed	not_analyzed	excluded
PD5956	11	84177105	84270828	no	no	SGL	no	no	NA	NA	5.7419	7.252	DUP	DUP	gridss189bf_8963o	45	4703890	6.9112	5.8783	not_analyzed	not_analyzed	excluded
PD5956	11	84271169	84277638	no	no	SGL	no	no	NA	NA	5.8783	6.7926	INV	h2hINV	gridss190ff_4385o	49	17176870	6.7926	5.9398	not_analyzed	not_analyzed	excluded
PD5956	11	84278449	84295116	no	no	DUP	DUP	gridss190bf_3791o	51	709634	5.9398	6.8321	DUP	DUP	gridss190bf_3770o	58	29264	6.8321	5.8366	not_analyzed	not_analyzed	excluded
PD5956	11	84344943	84433030	no	no	DEL	DEL	gridss189fb_11665o	58	5374074	5.1177	6.0014	DEL	DEL	gridss190fb_6012o	34	197	6.0014	4.8278	not_analyzed	not_analyzed	excluded
PD5956	11	84433227	84459522	no	no	DEL	DEL	gridss190fb_6012o	34	197	4.8278	6.1927	INV	h2hINV	gridss189ff_9600o	40	5289169	6.1927	5.2508	not_analyzed	not_analyzed	excluded
PD5956	11	84460888	84520156	no	no	DUP	DUP	gridss190bf_4043o	46	3771952	5.2508	6.0041	DEL	DEL	gridss190fb_6196o	NA	16874246	6.0041	5.3357	not_analyzed	not_analyzed	excluded
PD5956	11	84520434	84608944	no	no	DEL	DEL	gridss189fb_11808o	54	5482928	5.3357	6.001	DUP	DUP	gridss190bf_1674o	97	1781653	6.9952	4.9103	not_analyzed	not_analyzed	excluded
PD5956	11	84654355	84798369	no	no	DEL	DEL	gridss190fb_4222o	33	1041759	4.9103	6.0076	DUP	DUP	gridss190bf_2730o	44	1223896	6.0076	5.0789	not_analyzed	not_analyzed	excluded
PD5956	11	84996235	85062605	no	no	INV	t2tINV	gridss190bb_5563o	106	12432376	4.8155	7.0384	INV	h2hINV	gridss190ff_343o	88	3268188	7.0384	4.4563	not_analyzed	not_analyzed	excluded
PD5956	11	85069270	85129940	no	no	DUP	DUP	gridss190bf_4926o	67	39245	3.8951	7.2191	DUP	DUP	gridss190bf_2720o	46	1559283	6.0011	4.9281	not_analyzed	not_analyzed	excluded
PD5956	11	85130095	85178588	no	no	DUP	DUP	gridss190bf_5028o	65	16359765	4.9281	6.022	INV	h2hINV	gridss189ff_10053o	60	5732652	6.022	5.0274	not_analyzed	not_analyzed	excluded
PD5956	11	86863900	86964378	no	no	DUP	DUP	gridss190bf_7362o	103	6439600	4.866	6.8734	DUP	DUP	gridss190bf_4946o	61	1880214	6.8734	5.719	not_analyzed	not_analyzed	excluded
PD5956	11	86964787	87181839	no	no	DEL	DEL	gridss189fb_16483o	47	5468226	5.719	6.5364	DUP	DUP	gridss188bf_7858o	55	17675516	6.0161	5.1283	not_analyzed	not_analyzed	excluded
PD5956	11	89545990	89657404	no	no	DEL	DEL	gridss190fb_14349o	48	569978	5.9888	6.8565	DEL	DEL	gridss190fb_15260o	36	2795528	6.8565	4.7718	not_analyzed	not_analyzed	excluded
PD5956	11	89899620	89901982	no	no	DUP	DUP	gridss190bf_10187o	53	11522972	5.7086	6.1057	BND	TRA	gridss160ff_198h	42	NA	6.1057	4.9636	not_analyzed	not_analyzed	excluded
PD5956	11	92556185	93303500	no	no	DEL	DEL	gridss190fb_8824o	51	6834454	5.1155	6.0533	DUP	DUP	gridss190bf_7362o	103	6439600	6.0533	3.9522	not_analyzed	not_analyzed	excluded
PD5956	21	36150516	36211612	no	no	DUP	DUP	gridss282bf_628o	79	74615	5.0941	6.6699	DUP	DUP	gridss282bf_636o	247	56643	10.0109	5.0053	not_analyzed	not_analyzed	excluded
PD5956	21	36216680	36225131	no	no	DUP	DUP	gridss282bf_683o	163	35452	5.0053	6.7714	DUP	DUP	gridss282bf_628o	79	74615	6.4555	4.7983	not_analyzed	not_analyzed	excluded
PD5956	21	36228348	36245108	no	no	DEL	DEL	gridss282fb_1702o	208	57624	4.7983	9.0525	DUP	DUP	gridss282bf_344o	56	1018014	6.7473	5.0904	not_analyzed	not_analyzed	excluded
PD7219	17	57386059	59046927	no	no	INV	t2tINV	gridss255bb_3227o	32	2512810	5.0851	6.5123	DEL	DEL	gridss256fb_3678o	11	1364038	6.5222	5.9018	not_analyzed	not_analyzed	excluded
PD7219	17	59122014	59202863	no	no	INV	t2tINV	gridss256bb_1614o	12	53602	5.6977	6.6293	INV	h2hINV	gridss256ff_1184o	79	936486	8.0875	3.9642	not_analyzed	not_analyzed	excluded
PD6417	6	16272770	16289355	baseline	baseline	INV	t2tINV	gridss108bb_106o	198	6291400	2.0247	7.6424	BND	TRA	gridss108fb_165h	135	NA	7.6424	1.9914	intrachromosomal_complex	translocation	translocation
PD6417	6	17430752	17958043	baseline	no	BND	TRA	gridss108bf_1542h	122	NA	1.9914	6.0173	BND	TRA	gridss108fb_3941h	37	NA	6.0173	5.1827	translocation	not_analyzed	translocation
PD6417	6	18646547	18648306	no	no	DEL	DEL	gridss106fb_14976o	74	13470872	5.1827	8.2417	DEL	DEL	gridss108fb_5809o	67	858383	8.2417	5.7	not_analyzed	not_analyzed	excluded
PD6417	6	19400120	20117528	no	no	INV	t2tINV	gridss108bb_5749o	64	902691	5.4853	7.8393	SGL	no	no	NA	NA	7.7787	5.3662	not_analyzed	not_analyzed	excluded
PD6417	6	20302811	22564631	no	baseline+1	INV	t2tINV	gridss108bb_5749o	64	902691	5.2332	7.7055	INV	h2hINV	gridss108ff_13949o	216	420	8.6594	3.2015	not_analyzed	fold_back_inversion	fold_back_inversion
PD6417	9	86171002	87445168	no	baseline	INV	t2tINV	gridss160bb_275o	60	17856592	5.4174	7.4596	BND	TRA	gridss162ff_11485h	182	NA	7.4898	2.0709	not_analyzed	translocation	translocation
PD6417	20	48731368	49128731	no	no	DUP	DUP	gridss277bf_634o	96	4226129	8.1868	12.0561	INV	h2hINV	gridss277ff_1386o	92	7786836	12.0561	8.6564	not_analyzed	not_analyzed	excluded
PD6417	20	50730988	52957497	no	no	INV	t2tINV	gridss277bb_602o	106	2643780	6.5783	11.2315	DUP	DUP	gridss277bf_634o	96	4226129	9.6762	7.638	not_analyzed	not_analyzed	excluded
PD6417	20	55136464	56915568	no	no	INV	t2tINV	gridss277bb_4591o	36	2164040	8.0906	9.1292	INV	h2hINV	gridss277ff_1386o	92	7786836	10.849	7.6113	not_analyzed	not_analyzed	excluded
PD6417	20	57240185	57294513	no	no	BND	TRA	gridss229fb_397o	39	NA	8.0626	9.3284	DUP	no	no	NA	NA	10.6744	8.4929	not_analyzed	not_analyzed	excluded
PD6417	20	57300505	57650382	no	baseline+1	INV	t2tINV	gridss277bb_4591o	36	2164040	8.4929	10.1266	BND	TRA	gridss162ff_11485h	182	NA	10.1266	4.4058	not_analyzed	translocation	translocation
PD4604	5	74427568	74447140	no	no	INV	t2tINV	gridss95bb_6544o	70	66160023	6.7105	10.6719	INV	h2hINV	gridss95ff_6742o	44	66922090	10.6719	6.571	not_analyzed	not_analyzed	excluded
PD4604	11	79954086	80245279	no	no	BND	TRA	gridss92bb_4384h	19	NA	5.1528	6.3605	DEL	DEL	gridss189fb_11201o	25	664	6.3605	4.2273	not_analyzed	not_analyzed	excluded
PD4604	11	80245943	80278600	no	baseline+1	DEL	DEL	gridss189fb_11201o	25	664	4.2273	6.2276	BND	TRA	gridss102ff_6349h	47	NA	6.2276	3.3748	not_analyzed	translocation	translocation
PD7199	5	177716626	177749513	no	no	DUP	DUP	gridss106bf_525o	35	1009557	5.0844	6.0611	DEL	DEL	gridss106fb_947o	33	524	6.0611	3.9459	not_analyzed	not_analyzed	excluded
PD7199	5	177750037	178869249	no	no	DEL	DEL	gridss106fb_947o	33	524	3.9459	6.1854	SGL	no	no	NA	NA	6.0379	4.7953	not_analyzed	not_analyzed	excluded
PD7199	5	179400001	179923752	no	no	NONE	no	no	NA	NA	5.0715	6.0713	DEL	DEL	gridss106fb_6923o	45	590267	6.0713	5.0045	not_analyzed	not_analyzed	excluded
PD6719	13	74282182	75367252	below_baseline	no	SGL	no	no	NA	NA	1.0281	6.9267	DEL	DEL	gridss216fb_5946o	24	25428	6.8417	5.9145	no_supporting_sv	not_analyzed	intrachromosomal_complex
PD6719	13	75376301	75718869	no	baseline+1	INV	t2tINV	gridss216bb_4062o	18	9211	5.9145	6.9469	INV	h2hINV	gridss216ff_4613o	77	1198	6.0484	3.1255	not_analyzed	fold_back_inversion	fold_back_inversion
PD6719	19	51899050	52305696	no	no	BND	TRA	gridss64bb_4969h	65	NA	5.594	8.7562	INV	h2hINV	gridss271ff_3657o	48	6650304	6.7793	4.84	not_analyzed	not_analyzed	excluded
PD6719	19	53488901	53497718	no	no	INV	t2tINV	gridss271bb_4807o	33	60296	4.84	7.0157	INV	h2hINV	gridss271ff_2587o	36	2581403	7.0157	4.6716	not_analyzed	not_analyzed	excluded
PD6719	19	53520377	53549759	no	no	DUP	DUP	gridss271bf_1369o	40	2865636	12.7687	10.5817	DEL	DEL	gridss271fb_11369o	20	51	14.7453	5.7677	not_analyzed	not_analyzed	excluded
PD6719	19	53549810	54384945	no	no	DEL	DEL	gridss271fb_11369o	20	51	5.7677	6.6411	DEL	DEL	gridss271fb_12977o	41	3898568	6.6411	4.4513	not_analyzed	not_analyzed	excluded
PD6719	22	49019518	50144653	no	no	INV	t2tINV	gridss288bb_2073o	42	9737	5.0569	6.5479	INV	h2hINV	gridss288ff_2761o	21	119632	6.622	5.2625	not_analyzed	not_analyzed	excluded
PD6719	22	50466587	50816275	no	no	INV	t2tINV	gridss288bb_2654o	27	693179	5.9638	6.3665	BND	TRA	gridss276bf_1797o	30	NA	6.3665	5.0391	not_analyzed	not_analyzed	excluded
PD4968	5	175630001	176062084	baseline	no	NONE	no	no	NA	NA	2.0565	11.7428	INV	h2hINV	gridss105ff_9482o	32	40684	7.8022	3.8384	no_supporting_sv	not_analyzed	intrachromosomal_complex
PD4968	8	16937051	16944318	no	baseline	SGL	no	no	NA	NA	5.9021	16.4528	INV	h2hINV	gridss141ff_1278o	83	1968	9.4961	2.3859	not_analyzed	fold_back_inversion	fold_back_inversion
PD4968	8	16976742	17003290	no	no	INV	t2tINV	gridss141bb_1155o	48	95785	5.7873	9.829	DUP	DUP	gridss141bf_1089o	46	58463	9.6223	5.4835	not_analyzed	not_analyzed	excluded
PD4968	8	17004749	17006390	no	no	INV	t2tINV	gridss141bb_1317o	56	25014	5.4835	9.354	INV	h2hINV	gridss141ff_1397o	46	1359565	9.354	5.7887	not_analyzed	not_analyzed	excluded
PD4968	8	17007108	17008684	no	no	DEL	DEL	gridss141fb_2019o	53	29253	5.7887	8.7964	DEL	DEL	gridss141fb_2107o	43	1499	8.7964	5.1003	not_analyzed	not_analyzed	excluded
PD4968	8	17010183	18365956	no	no	DEL	DEL	gridss141fb_2107o	43	1499	5.1003	9.8949	INV	h2hINV	gridss141ff_1397o	46	1359565	9.8949	5.9938	not_analyzed	not_analyzed	excluded
